PLAYER_NAME,AGE,TEAM_ABBREVIATION,POS,GP,MPG,FGPG,FGAPG,FG_PCT,FG3PG,FG3APG,FG3_PCT,FTPG,FTAPG,FT_PCT,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PPG,PFPG,FPPG,DD2,TD3
Damion Baugh,24.0,CHA,Guard,15,24.7,2.8,8.7,0.323,0.8,3.7,0.214,0.9,1.0,0.867,0.9,2.4,3.3,3.7,1.0,0.1,2.1,7.3,1.5,18.2,0,0
Damion Lee,32.0,PHX,Guard-Forward,25,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,3.3,0.2,5.3,0,0
Daniel Gafford,26.0,DAL,Forward-Center,57,21.5,5.0,7.1,0.702,0.0,0.0,0.0,2.4,3.4,0.689,2.7,4.1,6.8,1.4,0.4,1.8,1.2,12.3,2.7,28.0,8,0
Daniel Theis,33.0,NOP,Forward-Center,38,16.3,1.6,3.4,0.473,0.2,1.0,0.243,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,4.3,1.8,14.2,1,0
Daniss Jenkins,23.0,DET,Guard,7,3.2,0.4,1.4,0.3,0.1,1.0,0.143,0.0,0.3,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.1,1.0,0.3,1.8,0,0
Danté Exum,29.0,DAL,Guard,20,18.6,3.2,6.7,0.478,1.2,2.6,0.434,1.2,1.6,0.742,0.2,1.4,1.6,2.8,0.6,0.2,1.1,8.7,1.7,16.0,0,0
Dario Šarić,31.0,DEN,Forward-Center,16,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.4,0.6,0.7,0.9,2.2,3.1,1.4,0.4,0.1,0.9,3.5,1.2,10.0,1,0
Dariq Whitehead,20.0,BKN,Guard-Forward,20,12.3,2.0,4.8,0.406,1.6,3.7,0.446,0.2,0.2,0.6,0.2,1.2,1.4,0.6,0.3,0.0,0.8,5.7,1.1,8.6,0,0
Darius Garland,25.0,CLE,Guard,75,30.7,7.4,15.7,0.472,2.8,7.1,0.401,3.0,3.4,0.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,20.6,1.9,35.7,7,0
David Duke Jr.,25.0,SAS,Guard,6,5.6,1.0,2.3,0.429,0.5,1.0,0.5,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0.0,0.3,2.7,0.2,4.8,0,0
David Roddy,24.0,HOU,Forward,33,12.4,1.7,3.8,0.456,0.6,1.8,0.311,0.6,0.8,0.769,0.4,2.2,2.5,1.1,0.4,0.3,0.7,4.6,0.6,10.7,0,0
Davion Mitchell,26.0,MIA,Guard,74,27.4,3.0,6.4,0.468,1.1,2.9,0.398,0.8,1.1,0.69,0.5,1.8,2.3,4.9,1.0,0.2,1.7,7.9,2.5,19.8,1,0
Day'Ron Sharpe,23.0,BKN,Center,50,18.1,3.3,6.3,0.521,0.2,0.9,0.244,1.1,1.5,0.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,7.9,2.3,22.3,4,0
De'Aaron Fox,27.0,SAS,Guard,62,36.1,8.7,18.8,0.463,1.9,6.1,0.31,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,23.5,2.6,41.6,9,0
De'Andre Hunter,27.0,CLE,Forward-Guard,64,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.4,4.0,0.846,0.7,3.3,4.0,1.4,0.8,0.2,1.3,17.0,2.4,25.7,2,0
De'Anthony Melton,27.0,BKN,Guard,6,20.2,3.7,9.0,0.407,2.2,5.8,0.371,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,10.3,3.0,21.4,1,0
DeAndre Jordan,36.0,DEN,Center,56,12.3,1.6,2.5,0.65,0.0,0.0,0.0,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,3.7,1.3,12.8,3,0
DeMar DeRozan,35.0,SAC,Guard-Forward,77,35.9,8.1,17.0,0.477,1.1,3.3,0.328,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,22.2,1.9,35.8,3,0
Dean Wade,28.0,CLE,Forward-Center,59,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,5.4,1.7,15.2,1,0
Deandre Ayton,26.0,POR,Center,40,30.1,6.6,11.7,0.566,0.2,0.8,0.188,1.0,1.5,0.667,3.1,7.0,10.2,1.6,0.8,1.0,1.7,14.4,2.2,32.5,20,0
Dejounte Murray,28.0,NOP,Guard,31,32.6,6.3,15.9,0.393,1.7,5.6,0.299,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,17.5,2.0,40.1,8,1
Delon Wright,33.0,NYK,Guard,40,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.4,0.6,0.6,0.7,1.0,1.6,1.9,0.9,0.3,0.6,3.1,0.6,11.0,0,0
Deni Avdija,24.0,POR,Forward,72,30.0,5.6,11.7,0.476,1.7,4.8,0.365,4.0,5.2,0.78,1.5,5.7,7.2,3.9,1.0,0.5,2.7,16.9,2.4,33.2,17,2
Dennis Schröder,31.0,DET,Guard,75,28.1,4.5,11.0,0.406,1.7,4.9,0.342,2.4,2.9,0.838,0.4,2.3,2.6,5.4,0.9,0.2,1.9,13.1,2.4,25.5,7,0
Dereck Lively II,21.0,DAL,Center,36,23.1,3.7,5.3,0.702,0.0,0.0,0.0,1.3,2.0,0.63,2.9,4.6,7.5,2.4,0.6,1.6,1.1,8.7,2.8,26.5,8,0
Derrick Jones Jr.,28.0,LAC,Forward,77,24.3,4.0,7.6,0.526,1.0,2.8,0.356,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,10.1,2.0,18.9,0,0
Derrick White,30.0,BOS,Guard,76,33.9,5.6,12.6,0.442,3.5,9.1,0.384,1.8,2.1,0.839,0.9,3.6,4.5,4.8,0.9,1.1,1.7,16.4,1.8,33.2,4,0
Desmond Bane,27.0,ORL,Guard,69,32.0,7.1,14.8,0.484,2.4,6.1,0.392,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,19.2,2.4,36.8,10,1
Devin Booker,28.0,PHX,Guard,75,37.3,8.7,18.9,0.461,2.4,7.3,0.332,5.8,6.4,0.894,1.0,3.1,4.1,7.1,0.9,0.2,2.9,25.6,2.6,41.5,16,0
Devin Carter,23.0,SAC,Guard,36,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,3.8,1.1,9.7,0,0
Devin Vassell,24.0,SAS,Guard-Forward,64,31.0,6.2,13.9,0.443,2.5,6.7,0.368,1.5,1.9,0.792,0.5,3.5,4.0,2.9,1.3,0.5,1.4,16.3,1.7,29.4,2,0
Dillon Brooks,29.0,HOU,Guard-Forward,75,31.8,5.1,11.9,0.429,2.5,6.3,0.397,1.3,1.6,0.818,1.0,2.7,3.7,1.7,0.8,0.2,1.0,14.0,3.2,23.0,0,0
Dillon Jones,23.0,OKC,Forward,54,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,2.5,1.0,7.4,1,0
Domantas Sabonis,29.0,SAC,Forward-Center,70,34.7,7.5,12.8,0.59,0.9,2.2,0.417,3.1,4.1,0.754,3.8,10.1,13.9,6.0,0.7,0.4,2.9,19.1,3.3,45.1,61,10
Dominick Barlow,22.0,ATL,Forward,35,10.7,1.7,3.2,0.531,0.2,0.8,0.259,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,4.2,1.3,10.0,1,0
Donovan Clingan,21.0,POR,Center,67,19.8,2.7,5.0,0.539,0.2,0.7,0.286,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,6.5,2.8,23.0,8,0
Donovan Mitchell,28.0,CLE,Guard,71,31.4,8.2,18.6,0.443,3.3,8.9,0.368,4.2,5.1,0.823,0.8,3.7,4.5,5.0,1.3,0.2,2.1,24.0,2.0,39.5,6,0
Donte DiVincenzo,28.0,MIN,Guard,62,25.9,4.0,9.6,0.422,2.8,7.1,0.397,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,11.7,1.8,24.3,1,0
Dorian Finney-Smith,32.0,LAL,Forward,63,28.9,3.1,6.9,0.448,2.0,5.0,0.411,0.5,0.7,0.667,1.3,2.7,3.9,1.4,0.9,0.4,0.9,8.7,2.2,18.5,0,0
Doug McDermott,33.0,SAC,Forward,42,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,3.5,0.7,4.7,0,0
Draymond Green,35.0,GSW,Forward,68,29.2,3.2,7.5,0.424,1.2,3.6,0.325,1.5,2.2,0.687,1.1,5.0,6.1,5.6,1.5,1.0,2.6,9.0,3.2,29.7,6,1
Drew Eubanks,28.0,LAC,Forward-Center,61,12.2,1.9,3.2,0.593,0.0,0.1,0.5,0.8,1.2,0.662,1.0,2.7,3.7,0.9,0.2,0.6,0.7,4.6,1.0,12.2,0,0
Drew Peterson,25.0,BOS,Forward,25,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.3,0.4,0.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,2.2,0.7,5.4,0,0
Drew Timme,24.0,BKN,Forward,9,28.2,5.0,11.3,0.441,1.0,3.9,0.257,1.1,1.8,0.625,1.9,5.3,7.2,2.2,0.4,0.1,1.7,12.1,2.3,24.1,3,0
Dru Smith,27.0,MIA,Guard,14,19.2,2.2,4.4,0.508,1.1,2.1,0.533,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,6.2,2.1,16.3,0,0
Duncan Robinson,31.0,MIA,Forward,74,24.1,3.9,9.0,0.437,2.6,6.5,0.393,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,11.0,1.8,18.0,0,0
Duop Reath,29.0,POR,Center,46,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,4.2,0.9,8.8,0,0
Dwight Powell,33.0,DAL,Forward-Center,55,10.0,0.8,1.1,0.689,0.0,0.1,0.4,0.5,0.8,0.651,0.9,1.3,2.1,1.0,0.3,0.4,0.3,2.1,1.4,7.9,0,0
Dyson Daniels,22.0,ATL,Guard,76,33.8,6.0,12.1,0.493,1.1,3.1,0.34,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3.0,0.7,2.0,14.1,2.3,37.0,9,0
E.J. Liddell,24.0,CHI,Forward,12,4.4,0.7,1.2,0.533,0.2,0.8,0.3,0.2,0.2,1.0,0.2,0.5,0.8,0.2,0.1,0.1,0.2,1.8,0.9,3.4,0,0
Elfrid Payton,31.0,NOP,Guard,24,21.3,1.7,5.1,0.328,0.0,0.2,0.167,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,3.5,1.5,19.8,2,0
Elijah Harkless,25.0,UTA,Guard,10,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,3.2,1.8,9.9,0,0
Emanuel Miller,25.0,CHI,Forward,6,4.1,0.7,1.3,0.5,0.0,0.2,0.0,0.3,0.3,1.0,0.7,0.7,1.3,0.3,0.2,0.0,0.0,1.7,0.5,4.3,0,0
Emoni Bates,21.0,CLE,Forward,10,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.1,0.1,0.2,3.7,0.4,6.1,0,0
Enrique Freeman,24.0,IND,Forward,22,8.2,0.7,1.7,0.432,0.0,0.5,0.1,0.6,0.9,0.684,0.5,0.9,1.4,0.4,0.1,0.1,0.3,2.1,1.0,4.9,0,0
Eric Gordon,36.0,PHI,Guard,39,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,6.8,0.8,12.9,0,0
Evan Mobley,24.0,CLE,Center,71,30.5,7.1,12.8,0.557,1.2,3.2,0.37,3.1,4.3,0.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,18.5,2.0,39.8,37,0
Franz Wagner,23.0,ORL,Forward,60,33.7,9.0,19.4,0.463,1.7,5.9,0.295,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.2,0.4,2.3,24.2,2.4,40.6,3,0
Fred VanVleet,31.0,HOU,Guard,60,35.2,4.8,12.6,0.378,2.6,7.7,0.345,1.8,2.3,0.81,0.5,3.2,3.7,5.6,1.6,0.4,1.4,14.1,2.3,31.3,4,0
GG Jackson,20.0,MEM,Forward,29,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,7.2,1.0,13.2,0,0
Gabe Vincent,29.0,LAL,Guard,72,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,6.4,2.1,12.1,0,0
Garrett Temple,39.0,TOR,Guard-Forward,28,8.1,0.6,2.1,0.3,0.2,1.0,0.214,0.4,0.4,0.917,0.3,0.7,1.0,1.1,0.6,0.1,0.4,1.9,0.8,6.5,0,0
Garrison Mathews,28.0,ATL,Guard,47,17.6,2.2,5.5,0.397,1.8,4.6,0.39,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,7.5,1.7,13.6,0,0
Gary Harris,30.0,ORL,Guard,48,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.1,0.2,0.583,0.4,0.9,1.3,0.6,0.5,0.2,0.4,3.0,0.9,7.6,0,0
Gary Payton II,32.0,GSW,Guard,62,15.0,2.8,4.8,0.574,0.5,1.5,0.326,0.4,0.6,0.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,6.5,1.7,14.8,0,0
Gary Trent Jr.,26.0,MIL,Guard,74,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.1,1.2,0.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,11.1,1.7,18.1,0,0
Georges Niang,32.0,ATL,Forward,79,21.5,3.6,7.8,0.461,2.1,5.2,0.406,0.6,0.7,0.793,0.6,2.8,3.4,1.4,0.4,0.2,1.0,9.9,2.5,16.7,1,0
Giannis Antetokounmpo,30.0,MIL,Forward,67,34.2,11.8,19.7,0.601,0.2,0.9,0.222,6.5,10.6,0.617,2.2,9.7,11.9,6.5,0.9,1.2,3.1,30.4,2.3,57.4,55,11
Goga Bitadze,25.0,ORL,Center-Forward,70,20.4,3.0,4.8,0.611,0.0,0.4,0.107,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,7.2,2.1,23.3,15,0
Gradey Dick,21.0,TOR,Guard-Forward,54,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,14.4,2.2,23.1,0,0
Grant Williams,26.0,CHA,Forward,16,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,10.4,2.9,24.1,0,0
Grayson Allen,29.0,PHX,Guard,64,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,10.6,1.5,19.7,1,0
Guerschon Yabusele,29.0,PHI,Forward,70,27.1,4.0,8.0,0.501,1.5,3.9,0.38,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,11.0,2.3,23.2,3,0
Gui Santos,23.0,GSW,Forward,56,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,4.1,1.6,11.0,0,0
Harrison Barnes,33.0,SAS,Forward,82,27.2,4.2,8.3,0.508,1.9,4.4,0.433,2.0,2.4,0.809,1.2,2.6,3.8,1.7,0.5,0.2,0.6,12.3,0.9,20.7,1,0
Harrison Ingram,22.0,SAS,Forward,5,7.0,0.4,0.8,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.4,1.8,0.6,0.6,0.0,0.2,0.8,0.4,5.5,0,0
Haywood Highsmith,28.0,MIA,Forward,74,24.6,2.4,5.3,0.458,1.2,3.1,0.382,0.4,0.6,0.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,6.5,2.2,16.3,0,0
Herbert Jones,26.0,NOP,Forward,20,32.4,3.8,8.6,0.436,1.1,3.6,0.306,1.6,2.0,0.825,1.1,2.8,3.9,3.2,1.8,0.4,1.8,10.2,3.3,25.0,0,0
Hunter Tyson,25.0,DEN,Forward,51,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.5,0.75,0.5,1.0,1.5,0.4,0.2,0.1,0.3,2.6,0.9,5.7,0,0
Immanuel Quickley,26.0,TOR,Guard,33,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,17.1,1.8,30.7,2,0
Isaac Jones,24.0,SAC,Forward,40,7.6,1.4,2.1,0.651,0.1,0.2,0.375,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.2,0.4,3.4,0.8,6.2,0,0
Isaac Okoro,24.0,CLE,Forward-Guard,55,19.1,2.3,4.9,0.464,1.0,2.7,0.371,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,6.1,1.9,13.0,0,0
Isaiah Collier,20.0,UTA,Guard,71,25.9,3.3,7.8,0.422,0.6,2.4,0.249,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,8.7,2.1,22.6,11,0
Isaiah Crawford,23.0,SAC,Forward,15,3.0,0.3,0.7,0.455,0.1,0.3,0.2,0.1,0.3,0.5,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.9,0.1,2.1,0,0
Isaiah Hartenstein,27.0,OKC,Center-Forward,57,27.9,4.9,8.4,0.581,0.0,0.3,0.0,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,11.2,3.0,33.9,28,0
Isaiah Jackson,23.0,IND,Forward,5,16.8,2.8,4.6,0.609,0.0,0.0,0.0,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,7.0,2.8,20.8,0,0
Isaiah Joe,25.0,OKC,Guard,74,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,10.2,1.5,17.6,0,0
Isaiah Mobley,25.0,PHI,Forward,1,17.4,2.0,7.0,0.286,1.0,3.0,0.333,1.0,2.0,0.5,1.0,3.0,4.0,5.0,1.0,1.0,0.0,6.0,3.0,24.3,0,0
Isaiah Stevens,24.0,MIA,Guard,3,1.8,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0,1.8,0,0
Isaiah Stewart,24.0,DET,Forward-Center,72,19.9,2.4,4.4,0.559,0.2,0.7,0.321,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,6.0,2.5,19.7,2,0
Isaiah Wong,24.0,CHA,Guard,20,13.3,2.0,5.2,0.39,0.6,1.6,0.394,1.2,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,6.0,1.0,10.8,0,0
Ivica Zubac,28.0,LAC,Center,80,32.8,7.4,11.8,0.628,0.0,0.0,0.0,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,16.8,2.1,39.8,59,1
JD Davison,22.0,BOS,Guard,16,5.8,0.8,2.1,0.353,0.2,1.1,0.222,0.3,0.4,0.714,0.1,0.7,0.8,0.8,0.3,0.1,0.8,2.1,0.1,4.6,0,0
JT Thor,22.0,WAS,Forward,20,12.5,1.2,3.0,0.424,0.3,1.0,0.286,0.8,1.1,0.682,1.0,1.4,2.4,0.3,0.4,0.4,0.4,3.6,0.8,9.0,0,0
Ja Morant,25.0,MEM,Guard,50,30.4,8.1,17.8,0.454,1.8,5.7,0.309,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,23.2,2.3,39.7,13,1
Ja'Kobe Walter,20.0,TOR,Guard,52,21.2,3.1,7.6,0.405,1.2,3.6,0.349,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,8.6,1.8,16.8,1,0
Jabari Smith Jr.,22.0,HOU,Forward,57,30.1,4.4,9.9,0.438,1.7,4.9,0.354,1.8,2.2,0.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,12.2,2.2,24.6,8,0
Jabari Walker,22.0,POR,Forward,60,12.5,2.0,3.8,0.515,0.5,1.2,0.389,0.8,1.2,0.69,1.0,2.5,3.5,0.6,0.6,0.1,0.6,5.2,1.4,11.7,1,0
Jack McVeigh,29.0,HOU,Guard-Forward,9,4.8,0.6,1.9,0.294,0.4,1.4,0.308,0.0,0.0,0.0,0.2,0.3,0.6,0.1,0.0,0.2,0.2,1.6,0.3,2.8,0,0
Jackson Rowe,28.0,GSW,Forward,6,8.6,1.3,2.8,0.471,0.5,1.7,0.3,0.5,1.0,0.5,0.5,1.3,1.8,0.7,0.7,0.0,0.2,3.7,0.7,8.7,0,0
Jacob Toppin,25.0,ATL,Forward,17,4.4,0.5,1.3,0.409,0.3,0.6,0.5,0.0,0.0,0.0,0.2,0.7,0.9,0.4,0.1,0.0,0.2,1.4,0.2,3.1,0,0
Jaden Hardy,22.0,DAL,Guard,57,15.9,3.2,7.3,0.435,1.3,3.5,0.386,1.1,1.5,0.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,8.7,1.6,13.0,0,0
Jaden Ivey,23.0,DET,Guard,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,17.6,2.2,29.4,0,0
Jaden McDaniels,24.0,MIN,Forward,82,31.9,4.9,10.2,0.477,1.2,3.7,0.33,1.3,1.6,0.813,1.6,4.2,5.7,2.0,1.3,0.9,1.2,12.2,2.7,27.6,10,0
Jaden Springer,22.0,UTA,Guard,43,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.6,0.9,0.711,0.4,1.0,1.3,0.8,0.6,0.1,0.4,2.5,1.0,6.9,0,0
Jae Crowder,34.0,SAC,Forward,9,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0.0,0.4,2.6,1.1,6.8,0,0
Jae'Sean Tate,29.0,HOU,Forward,52,11.3,1.3,2.8,0.473,0.3,0.9,0.348,0.6,0.9,0.681,1.0,1.3,2.2,0.9,0.5,0.1,0.4,3.6,1.6,9.2,0,0
Jahlil Okafor,29.0,IND,Center-Forward,1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0
Jahmir Young,24.0,CHI,Guard,6,4.9,0.7,0.8,0.8,0.2,0.3,0.5,0.3,0.3,1.0,0.2,0.3,0.5,1.0,0.0,0.0,0.2,1.8,0.3,3.8,0,0
Jaime Jaquez Jr.,24.0,MIA,Guard,66,20.7,3.2,7.0,0.461,0.6,1.8,0.311,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,8.6,1.2,19.6,3,1
Jake LaRavia,23.0,SAC,Forward,66,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,6.9,2.0,17.8,2,0
Jakob Poeltl,29.0,TOR,Center,57,29.6,6.4,10.2,0.627,0.0,0.1,0.333,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,14.5,3.1,35.4,23,0
Jalen Bridges,24.0,PHX,Forward,8,3.8,0.2,0.9,0.286,0.2,0.9,0.286,0.4,0.5,0.75,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.1,0.0,1.2,0,0
Jalen Brunson,28.0,NYK,Guard,65,35.4,9.0,18.5,0.488,2.3,6.1,0.383,5.7,6.9,0.821,0.4,2.5,2.9,7.3,0.9,0.1,2.5,26.0,2.1,41.0,14,0
