PLAYER_NAME,AGE,TEAM_ABBREVIATION,POS,GP,MPG,FGPG,FGAPG,FG_PCT,FG3PG,FG3APG,FG3_PCT,FTPG,FTAPG,FT_PCT,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PPG,PFPG,FPPG,DD2,TD3
Jalen Duren,21.0,DET,Center,78,26.1,4.8,7.0,0.692,0.0,0.0,0.0,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,11.8,3.2,32.0,41,0
Jalen Green,23.0,HOU,Guard,82,32.9,7.4,17.5,0.423,2.9,8.1,0.354,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,21.0,1.5,32.8,4,0
Jalen Hood-Schifino,22.0,PHI,Guard,15,21.0,2.5,6.5,0.378,0.9,3.1,0.304,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,7.1,1.7,14.1,0,0
Jalen Johnson,23.0,ATL,Forward,36,35.7,7.5,15.1,0.5,1.2,3.9,0.312,2.6,3.5,0.746,1.7,8.2,10.0,5.0,1.6,1.0,2.9,18.9,1.9,43.1,20,1
Jalen McDaniels,27.0,WAS,Forward,4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.1,0,0
Jalen Pickett,25.0,DEN,Guard,49,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,4.1,0.8,10.1,1,1
Jalen Smith,25.0,CHI,Forward-Center,64,15.0,3.0,6.4,0.466,1.1,3.5,0.324,1.1,1.4,0.809,1.4,4.2,5.6,1.0,0.3,0.7,0.6,8.2,1.5,18.7,4,0
Jalen Suggs,24.0,ORL,Guard,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,16.2,2.8,30.8,0,0
Jalen Williams,24.0,OKC,Guard-Forward,69,32.4,8.2,16.9,0.484,1.8,4.9,0.365,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,21.6,2.3,40.4,3,0
Jalen Wilson,24.0,BKN,Forward,79,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1.0,9.5,2.1,17.0,0,0
Jamal Cain,26.0,NOP,Forward,37,13.6,1.8,4.3,0.43,0.7,2.2,0.325,0.9,1.4,0.68,0.7,1.6,2.3,0.6,0.6,0.2,0.6,5.3,1.2,10.9,0,0
Jamal Murray,28.0,DEN,Guard,67,36.1,7.9,16.7,0.474,2.3,5.9,0.393,3.3,3.7,0.886,0.7,3.2,3.9,6.0,1.4,0.5,2.1,21.4,1.9,38.6,5,0
Jamal Shead,22.0,TOR,Guard,75,19.6,2.7,6.7,0.405,1.0,3.0,0.323,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,7.1,2.1,16.4,1,0
Jamaree Bouyea,26.0,MIL,Guard,5,12.3,1.2,2.4,0.5,0.2,1.0,0.2,0.8,1.2,0.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,3.4,0.4,9.6,0,0
James Harden,35.0,LAC,Guard,79,35.3,6.7,16.4,0.41,3.0,8.5,0.352,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,22.8,2.1,45.0,38,3
James Johnson,38.0,IND,Forward,12,3.1,0.3,0.9,0.364,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.7,0.4,1.9,0,0
James Wiseman,24.0,IND,Center,1,4.6,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,7.2,0,0
Jamison Battle,24.0,TOR,Forward,59,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,7.1,1.6,12.6,0,0
Jarace Walker,21.0,IND,Forward,75,15.8,2.3,4.8,0.472,1.0,2.5,0.405,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1.0,6.1,1.5,14.1,0,0
Jared Butler,24.0,PHI,Guard,60,17.4,3.4,7.6,0.448,1.0,2.8,0.355,1.2,1.5,0.824,0.4,1.4,1.8,3.7,0.7,0.2,1.3,9.0,1.6,18.1,1,0
Jared McCain,21.0,PHI,Guard,23,25.7,5.5,11.9,0.46,2.2,5.8,0.383,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,15.3,1.6,22.5,1,0
Jared Rhoden,25.0,TOR,Guard,14,16.2,3.0,6.2,0.483,0.9,2.8,0.308,1.6,1.8,0.88,1.0,2.0,3.0,1.1,0.7,0.1,0.6,8.4,1.4,15.7,1,0
Jaren Jackson Jr.,25.0,MEM,Forward-Center,74,29.8,8.0,16.4,0.488,2.0,5.3,0.375,4.2,5.4,0.781,1.2,4.4,5.6,2.0,1.2,1.5,2.1,22.2,3.5,38.2,6,0
Jarred Vanderbilt,26.0,LAL,Forward,36,16.1,1.6,3.4,0.488,0.2,0.9,0.281,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,4.1,1.9,14.8,0,0
Jarrett Allen,27.0,CLE,Center,82,28.0,5.5,7.8,0.706,0.0,0.1,0.0,2.4,3.4,0.718,2.6,7.1,9.7,1.9,0.9,0.9,1.2,13.5,1.5,32.3,40,0
Javonte Green,31.0,CLE,Guard,68,18.5,1.8,4.2,0.429,0.7,2.1,0.326,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,5.1,1.4,14.0,0,0
Jaxson Hayes,25.0,LAL,Center-Forward,56,19.5,2.9,4.0,0.722,0.0,0.1,0.0,1.1,1.8,0.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,6.8,2.4,17.8,2,0
Jay Huff,27.0,MEM,Center,64,11.7,2.5,4.8,0.515,1.3,3.1,0.405,0.7,0.9,0.786,0.5,1.5,2.0,0.6,0.2,0.9,0.5,6.9,1.2,13.0,0,0
Jaylen Brown,28.0,BOS,Guard-Forward,63,34.3,8.2,17.7,0.463,1.8,5.7,0.324,3.9,5.1,0.764,1.3,4.5,5.8,4.5,1.2,0.3,2.6,22.2,2.4,37.8,5,0
Jaylen Clark,23.0,MIN,Guard,40,13.0,1.4,3.0,0.467,0.6,1.3,0.431,0.7,0.9,0.784,0.6,0.7,1.3,0.6,0.9,0.0,0.2,4.1,1.5,9.3,0,0
Jaylen Martin,21.0,WAS,Guard,16,14.9,1.9,4.6,0.419,0.4,1.4,0.304,0.6,0.6,0.9,0.7,2.1,2.8,1.1,0.6,0.0,0.8,4.9,0.9,10.7,0,0
Jaylen Nowell,25.0,NOP,Guard,8,21.0,3.2,9.1,0.356,1.0,3.4,0.296,0.9,1.4,0.636,0.8,1.8,2.5,2.2,0.1,0.5,1.0,8.4,1.1,15.6,0,0
Jaylen Sims,26.0,CHA,Guard,6,18.6,2.0,4.7,0.429,1.0,2.5,0.4,2.0,2.5,0.8,0.5,0.5,1.0,2.0,0.5,0.2,1.3,7.0,1.7,11.9,0,0
Jaylen Wells,21.0,MEM,Forward,79,25.9,3.6,8.6,0.425,1.7,5.0,0.352,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,10.4,1.8,18.2,1,0
Jaylin Williams,23.0,OKC,Forward,47,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,5.9,1.7,18.9,4,3
Jaylon Tyson,22.0,CLE,Guard-Forward,47,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.4,0.5,0.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,3.6,1.1,7.9,1,0
Jayson Tatum,27.0,BOS,Forward-Guard,72,36.4,9.2,20.3,0.452,3.5,10.1,0.343,5.0,6.1,0.814,0.7,8.0,8.7,6.0,1.1,0.5,2.9,26.8,2.2,48.0,31,2
Jazian Gortman,22.0,DAL,Guard,16,3.5,0.6,1.4,0.391,0.2,0.7,0.364,0.1,0.2,0.5,0.1,0.2,0.3,0.4,0.1,0.1,0.3,1.5,0.6,2.7,0,0
Jeff Dowtin Jr.,28.0,PHI,Guard,41,15.1,2.7,5.6,0.487,0.7,1.7,0.4,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,7.0,0.7,13.8,0,0
Jeff Green,38.0,HOU,Forward,32,12.4,1.9,3.8,0.504,0.9,2.5,0.367,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,5.4,1.0,9.1,0,0
Jerami Grant,31.0,POR,Forward,47,32.4,4.6,12.2,0.373,2.3,6.3,0.365,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,14.4,2.3,26.0,0,0
Jeremiah Robinson-Earl,24.0,NOP,Forward,66,18.8,2.4,5.3,0.455,0.8,2.5,0.341,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,6.3,1.2,15.4,4,0
Jeremy Sochan,22.0,SAS,Forward,54,25.3,4.6,8.7,0.535,0.5,1.7,0.308,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,11.4,2.4,25.2,8,0
Jericho Sims,26.0,MIL,Center,53,11.9,0.8,1.3,0.634,0.0,0.0,0.0,0.2,0.2,0.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.8,1.2,8.3,0,0
Jesse Edwards,25.0,MIN,Center,2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.8,0,0
Jett Howard,21.0,ORL,Guard,60,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,4.4,1.1,7.6,0,0
Jevon Carter,29.0,CHI,Guard,36,8.9,1.5,4.1,0.377,1.0,2.9,0.333,0.2,0.3,0.8,0.1,1.0,1.1,1.1,0.4,0.1,0.3,4.2,0.4,8.2,0,0
Jimmy Butler III,35.0,GSW,Forward,55,31.7,5.5,10.9,0.504,0.6,1.9,0.308,6.0,7.1,0.842,2.3,3.1,5.4,5.4,1.4,0.3,1.3,17.5,0.9,35.9,6,3
Jock Landale,29.0,HOU,Center,42,11.9,1.9,3.6,0.533,0.3,0.6,0.423,0.6,1.0,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,4.8,1.2,11.1,1,0
Joe Ingles,37.0,MIN,Forward-Guard,19,6.0,0.3,1.2,0.261,0.2,0.8,0.2,0.0,0.0,0.0,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.8,0.6,3.1,0,0
Joel Embiid,31.0,PHI,Center-Forward,19,30.2,7.4,16.6,0.444,1.2,4.1,0.299,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,23.8,2.2,42.1,7,1
John Collins,27.0,UTA,Forward-Center,40,30.5,7.0,13.3,0.527,1.5,3.7,0.399,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,19.0,2.9,35.1,13,0
John Konchar,29.0,MEM,Guard,46,12.1,0.9,2.0,0.451,0.5,1.3,0.371,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,2.4,0.7,10.3,0,0
Johnny Davis,23.0,WAS,Guard,34,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,2.4,0.5,5.8,0,0
Johnny Furphy,20.0,IND,Guard,50,7.6,0.7,1.8,0.38,0.3,1.0,0.3,0.4,0.4,0.818,0.5,1.0,1.4,0.4,0.4,0.2,0.2,2.1,0.8,5.8,0,0
Johnny Juzang,24.0,UTA,Guard,64,19.8,3.2,7.4,0.429,1.8,4.9,0.376,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,8.9,2.0,15.6,0,0
Jonas Valančiūnas,33.0,SAC,Center,81,18.8,4.3,7.7,0.55,0.1,0.5,0.216,1.8,2.0,0.879,2.3,5.4,7.7,2.0,0.5,0.6,1.5,10.4,2.2,24.3,21,0
Jonathan Isaac,27.0,ORL,Forward,71,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.0,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,5.4,1.3,17.0,2,0
Jonathan Kuminga,22.0,GSW,Forward,47,24.3,5.5,12.1,0.454,1.0,3.2,0.305,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,15.3,1.9,26.4,2,0
Jonathan Mogbo,23.0,TOR,Forward,63,20.4,2.5,5.7,0.438,0.3,1.1,0.243,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,6.2,2.2,18.7,3,1
Jordan Clarkson,33.0,UTA,Guard,37,26.0,5.4,13.3,0.408,2.3,6.3,0.362,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,16.2,1.4,26.6,0,0
Jordan Goodwin,26.0,LAL,Guard,29,18.7,2.2,5.0,0.438,0.9,2.3,0.382,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,5.6,1.5,15.7,0,0
Jordan Hawkins,23.0,NOP,Guard,56,23.6,3.7,9.9,0.372,2.0,5.9,0.331,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,10.8,0.9,17.7,0,0
Jordan McLaughlin,29.0,SAS,Guard,46,6.8,0.7,1.6,0.431,0.4,1.0,0.413,0.4,0.5,0.773,0.1,0.5,0.7,1.1,0.3,0.0,0.3,2.1,0.4,5.3,0,0
Jordan Miller,25.0,LAC,Guard,37,11.4,1.6,3.6,0.433,0.2,1.0,0.211,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,4.1,0.7,8.4,0,0
Jordan Poole,26.0,WAS,Guard,68,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,20.5,3.0,32.7,1,0
Jordan Walsh,21.0,BOS,Guard,52,7.8,0.6,1.6,0.361,0.3,1.1,0.273,0.1,0.2,0.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,1.6,0.6,4.7,0,0
Jose Alvarado,27.0,NOP,Guard,56,24.4,3.6,9.3,0.392,2.0,5.5,0.359,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.2,1.5,10.3,1.6,23.4,2,0
Josh Christopher,23.0,MIA,Guard,14,5.0,0.8,2.2,0.355,0.1,0.8,0.182,0.3,0.4,0.667,0.0,0.6,0.6,0.6,0.4,0.2,0.4,2.0,0.1,4.9,0,0
Josh Giddey,22.0,CHI,Guard,70,30.2,5.3,11.4,0.465,1.5,4.0,0.378,2.5,3.2,0.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,14.6,1.7,37.7,30,7
Josh Green,24.0,CHA,Guard,68,27.8,2.6,6.2,0.428,1.4,3.6,0.391,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,7.4,2.4,15.8,0,0
Josh Hart,30.0,NYK,Guard,77,37.6,5.2,10.0,0.525,1.1,3.3,0.333,2.1,2.7,0.776,2.1,7.5,9.6,5.9,1.5,0.4,2.1,13.6,2.6,37.6,34,9
Josh Minott,22.0,MIN,Forward,46,6.0,1.0,2.0,0.489,0.3,0.9,0.326,0.4,0.4,0.895,0.3,0.8,1.0,0.4,0.3,0.3,0.2,2.6,0.7,5.9,0,0
Josh Okogie,26.0,CHA,Guard,40,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,2.1,0.741,1.1,1.7,2.8,0.8,1.2,0.4,0.8,7.1,1.2,15.9,1,0
Josh Richardson,31.0,MIA,Guard,8,18.7,1.4,4.8,0.289,0.8,2.8,0.273,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,4.0,2.1,10.4,0,0
Jrue Holiday,35.0,BOS,Guard,62,30.6,4.1,9.2,0.443,1.7,4.9,0.353,1.1,1.2,0.909,1.2,3.0,4.3,3.9,1.1,0.4,1.2,11.1,1.6,25.2,1,0
Julian Champagnie,24.0,SAS,Forward,82,23.6,3.4,8.1,0.415,2.2,5.9,0.371,1.0,1.1,0.904,0.8,3.1,3.9,1.4,0.7,0.4,0.9,9.9,1.4,19.2,0,0
Julian Phillips,21.0,CHI,Forward,79,14.2,1.6,3.6,0.446,0.6,1.9,0.327,0.8,1.0,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,4.6,1.4,9.8,0,0
Julian Strawther,23.0,DEN,Guard,65,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,9.0,2.3,15.2,0,0
Julius Randle,30.0,MIN,Forward-Center,69,32.3,6.6,13.6,0.485,1.6,4.6,0.344,3.9,4.9,0.806,2.1,5.0,7.1,4.7,0.7,0.2,2.8,18.7,2.5,34.1,14,0
Justin Champagnie,24.0,WAS,Guard-Forward,62,21.6,3.4,6.6,0.511,1.2,3.1,0.383,0.8,1.2,0.685,1.8,3.9,5.7,1.0,1.0,0.6,0.9,8.8,1.8,21.2,8,0
Justin Edwards,21.0,PHI,Forward,44,26.2,3.9,8.6,0.455,1.6,4.3,0.363,0.7,1.0,0.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,10.1,2.2,19.5,1,0
Justin Minaya,26.0,POR,Forward,19,5.3,0.4,1.1,0.381,0.1,0.5,0.2,0.0,0.1,0.0,0.3,0.3,0.5,0.4,0.3,0.1,0.3,0.9,0.6,3.0,0,0
Jusuf Nurkić,30.0,CHA,Center,51,20.8,3.3,6.9,0.477,0.6,2.1,0.305,1.7,2.5,0.664,1.7,6.1,7.8,2.3,0.8,0.7,1.9,8.9,2.5,24.1,10,0
KJ Martin,24.0,UTA,Forward,43,21.2,2.6,4.7,0.552,0.3,1.3,0.259,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,6.4,2.3,13.7,0,0
KJ Simpson,22.0,CHA,Guard,36,23.4,2.9,8.4,0.346,0.9,3.6,0.254,1.1,1.4,0.82,1.1,1.9,3.0,3.1,0.9,0.2,1.6,7.8,1.6,17.9,0,0
Kai Jones,24.0,DAL,Center-Forward,40,11.7,2.2,2.7,0.798,0.0,0.1,0.2,0.6,0.8,0.719,1.0,2.1,3.1,0.6,0.4,0.6,0.4,5.0,1.2,12.0,1,0
Karl-Anthony Towns,29.0,NYK,Center-Forward,72,35.0,8.9,16.9,0.526,2.0,4.7,0.42,4.7,5.7,0.829,2.9,9.8,12.8,3.1,1.0,0.7,2.7,24.4,3.5,46.8,58,1
Karlo Matković,24.0,NOP,Forward-Center,42,18.8,3.2,5.6,0.574,0.5,1.6,0.318,0.8,1.0,0.773,1.5,3.5,5.0,1.1,0.5,1.0,1.0,7.7,2.5,18.8,4,0
Kawhi Leonard,34.0,LAC,Forward,37,31.9,8.4,16.8,0.498,2.1,5.1,0.411,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,21.5,1.5,37.5,5,0
Keaton Wallace,26.0,ATL,Guard,31,16.2,2.1,5.2,0.401,0.9,2.6,0.329,0.4,0.4,1.0,0.2,1.4,1.6,2.6,0.9,0.3,1.1,5.4,1.3,13.8,1,1
Keegan Murray,24.0,SAC,Forward,76,34.3,4.8,10.8,0.444,2.0,5.9,0.343,0.8,0.9,0.833,1.9,4.8,6.7,1.4,0.8,0.9,0.8,12.4,2.4,26.9,11,0
Keion Brooks Jr.,24.0,NOP,Forward,14,23.7,3.8,7.8,0.486,1.0,3.1,0.326,1.6,2.1,0.733,0.9,3.3,4.1,0.9,0.7,0.7,0.9,10.1,2.1,19.9,1,0
Kel'el Ware,21.0,MIA,Center,64,22.2,4.0,7.2,0.554,0.5,1.7,0.315,0.7,1.0,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,9.3,1.7,23.8,15,0
Keldon Johnson,25.0,SAS,Forward-Guard,77,23.9,4.8,10.0,0.482,1.1,3.6,0.318,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1.0,12.7,1.5,22.7,3,0
Kelly Olynyk,34.0,NOP,Forward-Center,44,20.2,3.0,6.1,0.5,0.8,1.8,0.418,1.9,2.5,0.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,8.7,2.8,20.5,2,0
Kelly Oubre Jr.,29.0,PHI,Forward-Guard,60,34.6,5.8,12.4,0.47,1.2,4.0,0.293,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,15.1,3.0,29.9,10,0
Kenrich Williams,30.0,OKC,Guard-Forward,69,16.4,2.5,5.1,0.483,1.0,2.5,0.386,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,6.3,1.6,14.4,2,0
Kentavious Caldwell-Pope,32.0,MEM,Guard,77,29.6,3.1,7.1,0.439,1.5,4.3,0.342,1.1,1.2,0.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,8.7,1.8,18.4,0,0
Keon Ellis,25.0,SAC,Guard,80,24.4,2.8,5.8,0.489,1.7,4.0,0.433,0.9,1.1,0.849,0.8,1.9,2.6,1.5,1.5,0.8,0.9,8.3,2.2,19.8,0,0
Keon Johnson,23.0,BKN,Guard,79,24.4,3.8,9.9,0.389,1.6,5.1,0.314,1.4,1.8,0.77,0.8,3.0,3.8,2.2,1.0,0.4,1.5,10.6,2.6,21.2,0,0
Keshad Johnson,24.0,MIA,Forward,16,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.2,0.6,0.444,0.4,1.4,1.8,0.2,0.3,0.2,0.2,2.7,0.7,6.6,0,0
Kessler Edwards,24.0,DAL,Forward,40,15.2,1.7,3.4,0.496,0.6,1.4,0.407,0.3,0.3,0.923,0.6,2.3,2.9,1.0,0.5,0.5,0.4,4.2,1.6,11.8,1,0
Kevin Durant,36.0,PHX,Forward,62,36.5,9.5,18.1,0.527,2.6,6.0,0.43,4.9,5.8,0.839,0.4,5.7,6.0,4.2,0.8,1.2,3.1,26.6,1.7,43.2,5,0
Kevin Huerter,26.0,CHI,Guard-Forward,69,24.3,3.7,8.8,0.425,1.9,5.7,0.338,0.5,0.7,0.714,0.4,2.5,3.0,2.3,1.0,0.3,1.0,9.9,1.8,19.7,0,0
Kevin Knox II,25.0,GSW,Forward,14,6.0,1.3,2.6,0.5,0.3,1.1,0.267,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,3.3,0.4,6.3,0,0
Kevin Love,36.0,MIA,Forward-Center,23,10.9,1.8,5.0,0.357,1.0,2.9,0.358,0.7,1.0,0.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,5.3,0.9,13.5,0,0
Kevin McCullar Jr.,24.0,NYK,Guard,4,7.3,0.5,1.8,0.286,0.0,0.2,0.0,0.5,0.5,1.0,0.0,2.0,2.0,0.5,0.2,0.2,0.0,1.5,1.5,6.2,0,0
Kevin Porter Jr.,25.0,MIL,Guard-Forward,75,19.8,3.9,8.7,0.449,0.7,2.4,0.311,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,10.3,1.6,21.8,2,1
Kevon Looney,29.0,GSW,Forward,76,15.0,1.9,3.7,0.514,0.0,0.1,0.4,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,4.5,2.0,16.9,2,0
Keyonte George,21.0,UTA,Guard,67,31.5,5.4,13.7,0.391,2.6,7.6,0.343,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,16.8,1.7,29.5,4,0
Khris Middleton,33.0,WAS,Forward,37,22.8,4.3,9.1,0.475,1.3,3.6,0.361,1.9,2.3,0.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,11.9,2.0,24.4,0,0
Killian Hayes,23.0,BKN,Guard,6,27.1,3.0,7.2,0.419,1.3,3.5,0.381,1.7,2.0,0.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,9.0,2.2,22.8,0,0
